电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
天国餐厅,7611000,180000,255000,14000,19000,剧情搞笑都市,8.1,4115,已完结, 全10集,26,1234,简介：该剧改编自佐佐木伦子的同名喜剧漫画《Heaven》，以一家名为“Loin dlci”的法式餐厅为舞台，讲述了怪人老板和几个被她摆弄的、个性十足的服务员之间的喜剧故事。“Loin dlci”餐厅又名世界的尽头，店如其名，它距离车站、闹市、住宅都很远，而这家餐厅之所以叫“天国餐馆”，是因为它位于坟墓的风景区，旁边就是殡葬社。,
生死卧底,310000,1846,1383,646,371,刑侦,暂无评分,评分人数不足,已完结, 全25集,0,4,简介：潜伏在贩毒集团内部，外号“老四”的公安干警朱阳光在一次缉毒行动中，“掩护”了外号“小B”的贩毒同伙吴海牛。吴是贩毒集团内部掌握交易关系的关键人物，公安部门屡次缉毒都因破获不了这层隐秘网络而事事处于被动。朱阳光“负伤被捕”后，按照上级指令佯装逃脱，以要回贩毒赃款为由，不顾吴海牛的猜疑和威胁，与吴一起开始向西南方的境外毒穴逃窜。,
血色誓言,109000,398,522,185,750,刑侦,暂无评分,评分人数不足,已完结, 全22集,0,0,简介：楚奇（唐国强饰）——清州市长，在政界摸爬滚打数十年，因为官清廉而深得民心，即将升任副省长。他根据省委指示，立即成立了事故调查专案组，并亲自挂帅。当调查的范围逐渐接近他生命中最重要的女人——汤咏静时，态度坚决的他极为震惊，调查工作竟难以进行……,
南国有佳人,432000,13000,1803,3179,383,情感,暂无评分,评分人数不足,已完结, 全30集,0,7,简介：六、七十年代，陈佳琳，上海富商后代，绝顶聪慧。一夕遭遇家变，父母双亡，姊妹离散。为了搭救父亲，她的手中永远留下一道难辨吉凶的横财线，在市井中顽强求生，险境不断，但命运从未善待兼备美貌与机智的女人。佳琳经历青梅竹马的表哥虾球的追求，温文尔雅的富家子张劭文的承诺，终未找到平凡的幸福。,
女子刑事档案,1581000,13000,25000,10000,5878,刑侦,暂无评分,评分人数不足,已完结, 全20集,0,14,简介：本剧选取了10个具有代表性的真实女性刑事案件的侦破过程。该系列剧每两集讲述一个案件的侦破过程，故事来源于全国各地女性犯罪的真实案卷，题材涉及网络谋杀、老年人犯罪、买凶杀人、为情失足、跨国绑架等不同种类的案件，故事情节曲折分享者影视，悬念迭起，扣人心弦，通过影视剧展现现代女性在情欲中挣扎，在自我奋斗中的迷茫，在理智与杀戮边缘的徘徊，最终走向毁灭的心路历程。,
宽恕,242000,4014,2818,1089,543,情感,暂无评分,评分人数不足,已完结, 全32集,0,5,简介：成功企业家肖一航（王志文饰）和著名主持人庄敏（许晴饰）有着一个幸福美满的家庭。某日，庄敏不愿意回忆的往日阴影再次降临，少女时期强奸过她的马平原出现，用她的裸照向她勒索二百万。就在情深似海的夫妇俩奋力抵抗的时候，马平原却离奇死亡。两人以为危机过去，一切恢复平静，不料，更大的不幸发生了，两人的女儿蓬蓬突然失踪，随之带来了一系列的家庭变故。幕后黑手已经对这个幸福的家庭伸出了魔爪，真相就隐藏在愈转愈深的迷离漩涡之中……,
迷失的情感,158000,11000,841,651,1810,都市情感,暂无评分,评分人数不足,已完结, 全24集,0,1,简介：《女人的陷阱》取材于四个真实案例，经过艺术加工，对原案例进行还原、演绎。展现了迷失于诱惑中的男人，在理智与情感的较量中溃败失控，一步一步踏入情感深渊的心路历程。本剧分4个故事，每个故事6集：1、《女人的陷阱之阴谋与爱情》2、《女人的陷阱之情迷出租车》3、《女人的陷阱之局长的日记》4、《女人的陷阱之越界》这是当代版的人生，是对每个人良心的拷问！这是一部灵与肉的警世恒言，血与爱的拍案惊奇！,
守望心灵,94000,748,254,88,241,剧情家庭情感,暂无评分,评分人数不足,已完结, 全18集,0,0,简介：离异且带一个男孩—强强(董博文饰)，在旅游公司做职员的男主人公李晚生(周晓斌饰)与做护士的女主人公周燕(闫妮饰)的再婚生活，过得温馨且富有情趣。李晚生：知情知趣、温敦细腻；周燕：朴实、率真又热心，身上有着现代人少见的乐观与执着。,
善良背后,93000,317,324,548,636,情感,暂无评分,评分人数不足,已完结, 全35集,0,0,简介：著名导演王小康的另一力作《善良背后》再度新鲜出炉，这是一部讲述未婚母亲的奋斗史诗，本剧由保剑锋、陈紫函、马苏等担纲主演，凯丽倾情加盟。故事始于上世纪70年代末，杨三在下放农场期间，为了霸占知青李青，引爆了一场荒谬的“捉奸”事件，将李青的初夜恋人高建军送进了监狱。后来杨三与李青结了婚，返程后住在昆山县城，然而他们一岁的儿子却是高建军（保剑锋饰演）的亲骨肉，正是这种情感隐患的存在，家庭暴力逐渐升级，最终在一次厮打中两个人同归于尽，而事发在场的工厂师傅刘桂兰（凯丽饰演）不慎卷入其中，慌乱之下，畏罪逃跑被通缉...,
谁都会说我爱你,29000,143,340,17,50,情感,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：贺佳勤（秦海璐 饰）与律师男友杨选（郭晓东 饰）相恋五年后，感觉没有了初恋时的激情和冲动，自从邂逅摄影师孙祈伟（李亚鹏 饰）后，她似乎找到了内心真正要找的感觉，而失恋的杨选则陷入迷惘之中。林菊若（马伊俐 饰）看到每每喝醉的邻居杨选，都悉心照顾他，但杨选心中始终忘不掉佳勤。菊若被杨选的痴心感动，她想自己的男友也这么痴情该多好。贺佳勤的豪放不羁与孙祈伟的桀骜不驯像两块相互碰撞的磁铁，经过几番磨擦之后，终于粘在了一起。菊若不甘心看杨选消沉下去，可又不知道该怎样帮他。就在祈伟准备情定佳勤时，他的前女友不合时宜地出现...,
明德绣庄,50000,657,480,285,114,年代剧情,暂无评分,评分人数不足,已完结, 全25集,0,0,简介：故事发生在上世纪二、三十年代。山清水秀的江南，孕育了民族瑰宝刺绣。古镇方桥绣庄林立，恰似姹紫嫣红的偌大花圃。而明德绣庄更是一枝独秀的奇葩，闻名遐迩，因为它拥有独门绝技缂针绣和一位技艺超群的绣娘。缂针绣绝无仅有的传人阿秀，靓丽、灵秀、身世迷离，其人其技深藏绣阁，密不示人。可是，一个意想不到的缘由，庄主明姑不得不让一位青年学子、绘画才俊林吾建进入神秘绣房，与阿秀合作价值惊人的刺绣珍品。少女怀春，少男缱情，阿秀与吾建朝夕相处，互生爱意。然而，爱情之花未及绽放，便罹致杀生之祸。死里逃生的一对痴男怨女从此天各...,
谁在你身边,7747,31,50,1,10,,暂无评分,评分人数不足,已完结, 全26集,0,0,简介：杨宝山和因应酬晚归的妻子发生争执，一气之下开车外出。心神不宁的他在经过一条十字路口时将一个人（寒江）撞成重伤。宝山将生命垂危的伤者送医院救治，在极度恐惧中宝山一念之差悄悄离开了医院……杨宝山在车里发现了一个包，是车祸受害者遗落的。包里有一叠信，是一个叫飘雪的大学生写给一个叫寒江的情书。杨宝山得知飘雪和寒江是一对从未谋面但感情深笃的情侣。在信里，杨宝山感觉到这个叫飘雪的女孩一定是遇到了什么重大的挫折，似乎有轻生的念头。宝山怀着复杂的心情决定去见一见飘雪，向她坦陈一切请求她的宽恕。,
惊涛,162000,4427,1056,147,361,励志,暂无评分,评分人数不足,已完结, 全14集,1,7,简介：驻守在特区的某部二营营长李桂林，周末之夜，他去电视台与女朋友许娜相会，部队却忽然接到了抗洪命令。二营成了抗洪先头部队，被空运到了位于长江险要地段的江川市。教导员钟涛正在休假，闻讯立即归队。部队直奔双河垸，营救出了被洪水围困的群众和九中预备参加高考的学生以及女教师楚天洁。洪水危机仍然威胁江川市凤凰院，分洪迫在眉睫。但是有翟建业、高升这样的“蛀虫”，令抗洪战士们面临生与死的选择，李桂林经过这场考验，对人生观、价值观有了新的熟悉。,
舞台姐妹,69000,6449,846,938,439,情感,暂无评分,评分人数不足,已完结, 全34集,0,2,简介：一对原本乡下“阳春舞台班“苦命姐妹春花和月红，在戏霸唐经理的阴谋算计下来到大上海的灯红酒绿下唱戏谋生，在此与已经唱红大上海的名角商水花和文秀竹遭遇。四位越剧舞台姐妹、大上海的时代女性上演了一段悲欢离合的浮沉故事。,
迷情姐妹,51000,1561,995,311,241,都市,暂无评分,评分人数不足,已完结, 全21集,0,1,简介：昊天集团出现财务漏洞，800万巨款不翼而飞，与此同时，年轻貌美的财务部长林若子人身安全屡遭威胁，车胎被扎、光天化日之下被拦截抢劫，收到内含子弹的威胁信……,
罪域,4433000,85000,11000,1131,4203,刑侦,9.6,115,已完结, 全38集,1,39,简介：新任深厦市市委书记郑毅然，坚决执行省委的指示，对国有资产的重组进行了调查，并要求公安机关和司法部门，给深厦市的经济腾飞创造一个稳定的社会环境。深厦市的经济能人兆辉煌，试图拉拢腐蚀郑毅然，试图在国有资产的重组中侵吞国有资产。但高度警觉的郑毅然识破了兆辉煌的一系列伎俩……,
贫富人生,52000,230,376,260,586,剧情家庭,暂无评分,评分人数不足,已完结, 全32集,0,0,简介：林红（徐帆 饰）和陈建国（吴京安 饰）结婚二十余年，两人白手起家，辛辛苦苦的建立了如今根基稳固的国红制衣厂，然而，繁忙的工作让两人的婚姻渐渐走到了濒临崩溃的边缘，他们的孩子陈凡（石天硕 饰）亦因为疏于管教，而成为了整日里游手好闲的纨绔子弟。林红开始意识到，事情不能再这样继续发展下去了。她决定卖掉制衣厂，重新寻找生活的真谛。林红的决定在两家人里掀起了轩然大波，大伙儿为此事吵得不可开交。与此同时，林红发现自己竟然患上了癌症命不久矣。她隐瞒了自己患病的消息，回到了陈凡的身边，打算用自己人生的最后一段时间，让儿...,
关东大先生,643000,9644,3927,1992,1106,搞笑,暂无评分,评分人数不足,已完结, 全47集,0,10,简介：故事发生在民国初年，老沈阳北市场有片杂八地，就跟老北京的天桥一样儿，走江湖的、做生意的，开洋行的，还有冒险家投机家等等，你方唱罢我登场，煞是热闹。一天，一个非常不起眼的小人物来到北市场，居然引起一阵轩然大波。,
温柔陷阱,41000,1107,202,202,44,情感,暂无评分,评分人数不足,已完结, 全26集,0,0,简介：惠娟、馨月与奇亮三人是大学同学，感情深厚，奇亮与馨月是男女朋友，惠娟的先生大伟，儒雅优秀，是一家公司的经理。两人育一男孩乐乐，因乐乐失聪，他们申请获准再生第二胎。然而，一个可怕的陷阱已经布好……某大公司董事长周莉为替母复仇，假意以高薪聘请大伟，大伟因此忽略了对家庭的照顾，惠娟抱怨连连，孩子不幸早产夭折，夫妻感情降至冰点。,
西南大劫案,482000,11000,2361,660,848,经典,暂无评分,评分人数不足,已完结, 全27集,0,3,简介：继《荣誉》之后,取材真实案件改编,公安部扫黑第一抢劫大案.铤而走险,重度凶犯精心策划银行抢劫大案,黑帮横行,剁人手指密谋黑吃黑,历时五年“天网行动”直逼追捕极限.砰!砰!砰!连续的枪响,在西南都城,八月十六日,突发黑社会团伙有组织持枪抢劫银行取款车恶性案件.黑社会首脑胡志军伙同团伙何、余杰打死打伤经警与银行人员五人后抢劫巨款驾车逃跑.专案组队长周铁负责此案,他惊愕地发现其中一名身受重伤的公司会计就是自己的儿子……,
