电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
福吉小镇,8551,--,102,3,103,少儿,暂无评分,评分人数不足,已完结, 全52话,0,2,简介：朋友有难，小吉来帮忙；坏人捣乱，小福来帮忙；哪里有事，我们就哪里帮！,
人到中年,84000,197,543,15,106,剧情家庭,暂无评分,评分人数不足,已完结, 全33集,0,1,简介：经过十几年的打拼，贺立群（冯远征饰）和田文洁（陈冲饰）夫妇总算拥有了自己的房子。就在他们乔迁未久之时，立群的哥哥立众（丁霄汉饰）将母亲送到弟弟这里。此前，贺母一直与立众夫妇居住，立众的老婆邱东兰（梁丹妮饰）造就受不了这种跟婆婆同在一个屋檐下的日子。刚好贺母崴脚，东兰利用这个机会怂恿丈夫将“包袱”送了出去。立群夫妇还未正式享受期盼已久的独立生活，贺母的到来便引起轩然大波。在此之后，两代人不同的观念，以及婆媳之间固有的鸿沟不可避免发生碰撞，甚至连文洁的妈妈也搅和进来。鸡毛蒜皮，家长里短，让这些早已为工作...,
家有喜事,62000,12,396,6,77,家庭搞笑,暂无评分,评分人数不足,已完结, 全12集,0,1,简介：赵妈一家是重庆最普通的工人阶级家庭，丈夫早逝，赵妈既要照顾公公又要抚养子女，辛苦操劳大半辈子终于把儿女养大，可是三个到了适婚年龄的儿女却更让赵妈操心了。故事以赵妈的三个儿女各自的婚恋为主线展开，胆小懦弱的儿子春生一直瞒着家里，直到女友玉兰找上门来，才让四处给儿子相亲的赵妈措手不及，更是无法接受比自己儿子大很多的玉兰；小女儿春燕找了个有钱人家的儿子，觉得门不当户不对的赵妈不想让女儿攀龙附凤，个性张扬的春燕和男友的分分合合让赵妈头疼不已；赵妈不得不应对各种突如其来的情况，最终用她的真诚和智慧让儿女们收获...,
随爱而飞,5035,10,31,1,10,家庭,暂无评分,评分人数不足,已完结, 全18集,0,0,简介：温州，虞家三姐妹生活在这里，故事围绕着她们的感情事业展开。虞家老大青虹个性要强独立经营一家时装公司，整日拼搏于事业而忽视了家庭。丈夫顾大同本想维护这个家庭却因为帮助旧日恋人阿雯女儿朵朵治病而引起了青虹的误解从此这个家庭注定要经历一连串的磨难……最终，青虹在亲人的帮助下消除了对丈夫的误解，并捐助朵朵治病，俩人重归于好。这是大同却意外得知自己是朵朵的生父。他为挽救朵朵的...,
政协主席,113000,139,2080,80,491,剧情,暂无评分,评分人数不足,已完结, 全23集,0,3,简介：海江市遭遇罕见的暴风雨，山体滑坡，房屋被淹，部分学校教室倒塌，常务副市长许智龙搞的政绩工程幸福大街变成一片汪洋。许智龙勇于承担责任，积极组织救灾，努力挽回经济损失，并准备启动海港公路规划。因该公路经过之处地下可能存在古城墙遗址，一些专家和副市长姜晓宁提出意见，此事没搞清之前不能贸然动工，否则将会成为历史罪人。时逢领导班子换届，许智龙年富力强，政绩显著，由副转正顺理成章。岂知上级却将他调任市政协主席，由姜晓宁担任市长。远大抱负未及施展就去“二线”养老，许智龙非常失落。市委书记找他谈话说，组织上这样安排...,
裸雪,166000,449,890,33,950,剧情,暂无评分,评分人数不足,已完结, 全21集,0,14,简介：新年临近，清田市市政府领导班子将要换届选举：正当官员们上下纷纷活动之际，突然发生了严重的教师罢课事件，此时市长已去疗养，副市长李芒临时主持政府工作，他深感问题严重，立即责令有关部门联合调查，竟发现巨额教育资金被挪用一空，所有知情人士都不吐真言，好像极为畏惧什么……身为党内干部及市政府主要领导的高度责任感驱使他坚决要求彻查此案。他的这一举动遭到了市委市政府的强烈反对，下属又阳奉阴违，导致调查进度艰难，而这起案件的幕后操纵者为消除罪证，手段之毒辣，完全超乎想象，知情人士非死即疯，他也几次历经生死，面临着...,
浴血红颜,393000,2272,992,69,346,战争,暂无评分,评分人数不足,已完结, 全48集,0,2,简介：进步女学生肖红绣携情报前往红军游击区，途中被保安团团长方兆猛抓捕，又与其子方跃光产生纠葛。肖红绣借方氏父子的矛盾将情报送达，又设法回到方家，跟方兆猛和国民党军队团长敖胜斗智斗勇，协助红军成功还击。肖红绣与方跃光在斗争中渐渐相爱，方兆猛也受影响开始暗中帮助红军。进入抗日时期，肖红绣方跃光并肩战斗，英勇抗击日寇。肖红绣出险招，攻下芦阳城，消灭日军。肖红绣最终壮烈牺牲，写下了一段不朽的革命传奇,
一马三司令,53000,226,316,24,88,战争剧情,暂无评分,评分人数不足,已完结, 全25集,0,1,简介：该剧以文学艺术手法再现了清河地区抗日武装起义的峥嵘战史，描写了性格坚毅的长山中学校长马耀南在日本入侵中国的民族危亡时刻，毅然投笔从戎，与侠肝义胆的二弟马晓云和内敛忠厚的三弟马天民自发组织当地师生和有志百姓成立抗日武装，在中国共产党的领导和帮助下，在一次次与日本侵略者英勇无畏的战斗中，队伍一步步发展壮大，从一支“大褂子军”逐步成长为我党清河地区纪律严明、作战英勇的抗日中坚力量——八路军山东纵队第三支队。马氏三兄弟也在战争的磨砺中成长为优秀的将领，被当地老百姓亲切地称为“一马三司令”。在与日寇艰苦卓绝的...,
乱世书香,68000,225,891,16,127,剧情,暂无评分,评分人数不足,已完结, 全46集,0,1,简介：徐简博（张嘉译饰）膝下有一儿一女和一名收养的义子，分别为徐书成（张鲁一饰）、徐舒容（咏梅饰）和陆书白（吴秀波饰）。徐书成远赴重洋深造，于十五年后学成归来，同徐书成在北平重逢。时值新文化运动的鼎盛时期，两位热血男儿亦投身于这场轰轰烈烈的运动之中。陆书白和徐舒容很早之前就订下了婚约，徐舒容亦对陆书白一往情深。谁知，一位名叫钮兰（陶虹饰）的女子出现在陆书白的身边，钮兰个性活泼开朗，思想开放新潮，在她的身上，陆书白发现了一个新的世界。然而，陆书白并不知道的是，在他抛下家庭追随钮兰前往北京之时，徐舒容的腹中已...,
蜂蜜幸运草,118000,592,2199,106,500,剧情,暂无评分,评分人数不足,已完结, 全23集,0,11,简介：欢笑、泪水、迷茫、痛苦、犹豫不前、成长，五个美术大学的学生一起携手度过了最美好的岁月，有笑有泪，回过头看无与伦比的时光。平凡人安竹本（李国毅饰）对老师的堂妹华本育（伊藤千晃饰）一见钟情，而同时坠入爱河的还有不按常理出牌的万年天才留级生任森田（彭于晏饰）；五人中最为成熟稳重的建筑男邓真山（郑元畅饰）因为一首歌爱上了实习事务所的女老板方理花（苏慧伦饰），而真山的背后，却一直有美丽又痴情的陶艺女何亚弓（张钧甯饰）的注目……这些暗潮涌动穿插在日常里，随着时间的流逝在一点点改变，成长无可避免，聚散总匆匆，而这...,
老三届,83000,122,1208,27,235,,暂无评分,评分人数不足,已完结, 全25集,0,0,简介：相信老三届这一名词许多人都能够知道她的来历。出生于四十年代后期这一辈的人他们的经历是多变的，是曲折的，是坎坷的，是辛酸的，而同时也是弥足珍贵的伟大。这是一部始于爱情纠结、友情离合、婚姻伦理的言情剧，是讲述特殊时代下普通人的故事，但远远没有结束……电视剧《老三届》最近在热播。该部电视剧原名《伴君如梦》，而后投拍是暂名《86中高二五班》，如今临近正式投放市场，在专家建议下更名为《老三届》。这个名字更能准确地放映故事的真实内容。敬请老三届的朋友、老三届的子女、以及那个时代的人们，应该多多关注，在那里你会找到...,
出生入死,469000,382,879,67,376,剧情,暂无评分,评分人数不足,已完结, 全40集,0,0,简介：该剧讲述了抗日战争时期，以柳敬春为首的各路有志之士与日方斗智斗勇、不惜牺牲性命保家卫国的故事。,
一吻上天堂,4876,2,34,3,10,剧情,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：王大力是一位富足的台湾阔少爷，一次偶然事故，大力被父亲安排到北京避风，表面上的理由是奶奶在那里有一座商夏。奶奶严厉地封锁了一切来钱的渠道，要大力通过自己的努力当上商夏的总经理，且不得公开真实身份。陪大力一起来北京的老管家马先生被告诫不得组予私下援助，仅许生活上照顾而已。大力邂逅打工妹二米，这个坦诚、开朗的陕北姑娘真把屈就商夏保安人员的大力当成只身来闯北京的穷人，她热情的帮助他渡过最初的生活难关，尤其爱听他讲的台北生活。大力受到帮助、关心和信任，更主要的是，他从二米身上感到了一种对未来的热情。渐渐的，...,
费家有女,20000,130,290,9,72,剧情,暂无评分,评分人数不足,已完结, 全32集,0,1,简介：一座并不豪华却宽阔、明亮的四合院老宅子里，居住着费文轩、王桂花夫妇和他们的五个人见人爱、如花似玉的女儿。一连串突如其来的变化，搅得费家天翻地覆。他们终于发现，所有这一切，均源于三十多年前一桩凄惨而离奇的往事。伴着母亲长大的曹克难，从小尝尽了幼小年龄不该尝到了苦难，历经苦难的他终于成为南方一个集团的总裁。就在他对费家的复仇即将大功告成之际，他忽然发现自己陷入了历史的嘲弄之中，他逐渐醒悟到：最大的惩罚，莫过于不可改变的历史对心灵永久的折磨！唯有对人性弱点的理解和宽容，才是人性永恒的意义。,
风筝奇缘,44000,71,807,19,128,古装剧情,暂无评分,评分人数不足,已完结, 全30集,0,2,简介：这是一段流传千古的风筝奇缘，这是一篇亦恢亦谐的野史长卷明朝中叶，明皇病危托孤，嘱三位心腹大臣辅佑年幼的太子弱冠之时摄政登基。并钦赐印符一枚，日后惟有三印合一，方可开启密匣，览阅先皇遗昭。不料，明皇驾崩之日，风云陡起。三大臣之一的文大人遭另两位大臣宦官刘公公和潘相爷陷害而自毁面容携印符潜伏民间，令两奸贼食寝难安.十八年后，小皇上摄政之日渐近，遍寻印符下落的刘公公和潘相爷终于将目标锁定在江南某镇，并各自派出人马入镇探查。镇上住着边关节度使崔大人一家，崔大人有两女，一女吉祥天生豪爽顽劣，大大咧咧。一女如意美...,
老虎队,1637000,981,1569,179,722,剧情,暂无评分,评分人数不足,已完结, 全45集,0,1,简介：《军旗飘飘》，由云南金彩视界影业有限公司、浙江力天影视有限公司制作出品的电视剧，由陈健执导，李健，王珂，王新军，韩宇辰，李牵，张子君主演。1948年9月，我中国人民解放军攻打济南城，华东野战军某纵队团长毛宝在战斗中和多年前失散的好友陆胜文再次相遇，此时陆胜文已是国民党军的副旅长。王司令员爱惜毛宝的打仗才能，让他将功补过，组建“老虎队”。淮海战役打响，老虎队作为先锋部队，先后攻克了新安镇、碾庄圩，击毙了黄百韬。解放军在民兵队的物资支援下，所向披靡，一路打到了徐州，包围了杜聿明集团。老虎队攻打徐州城，毛宝和陆...,
热血兵团,15000,14,86,--,19,剧情,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：一九四九年，新中国成立，担负解放大西北任务的中国人民解放军第一野战军部分官兵，奉命入疆，屯垦戊边、艰苦创业，为祖国西部边疆的安宁，为新疆各民族的团结、为边疆社会主义建设做出了不可磨灭的贡献。二十集电视连续剧《热血兵团》通过杨自胜、柳月姐妹、李松泉、陈明义、姬进军等兵团两代人的故事，生动再现了这一历史过程。本剧以新疆生产建设兵团的发展为架构，以兵团人垦荒建设的艰苦经历，奋斗牺牲为主线，以他们真诚、坎坷的情感遭遇为辅线，编织了兵团人多姿多彩、厚重美好的生活画圈。剧中刻画了以杨自胜、柳月、姬进军为代表的一...,
